STN_NM,TM,MAX_TA,AVG_PA,AVG_RHM,AVG_WS,SUM_SS,SUM_SR
Daejeon,2019-06-01,24.2,1003.0,59.9,2.84,195.8,509.6
Daejeon,2019-07-01,25.6,1008.4,67.2,2.27,210.1,575.7
Daejeon,2019-08-01,26.2,999.6,69.0,1.19,224.9,510.9
Daejeon,2019-09-01,22.3,1001.3,73.3,2.23,221.2,495.3
Daejeon,2019-10-01,18.1,1006.2,79.7,2.52,225.9,621.1
Daejeon,2019-11-01,11.3,999.7,81.6,2.27,210.6,322.8
Daejeon,2019-12-01,12.8,1005.2,70.3,2.06,152.6,173.7
Daejeon,2020-01-01,7.4,996.3,61.5,2.28,93.7,247.9
Daejeon,2020-02-01,8.6,1003.8,54.7,2.24,148.8,251.9
Daejeon,2020-03-01,13.5,1002.4,53.5,2.2,134.7,257.7
Daejeon,2020-04-01,17.8,994.0,47.4,2.67,172.4,269.4
Daejeon,2020-05-01,22.8,1004.2,57.4,2.3,170.2,392.3
Daejeon,2020-06-01,26.4,1008.4,60.9,3.16,170.7,418.1
Daejeon,2020-07-01,30.1,997.0,62.2,2.72,265.8,579.7
Daejeon,2020-08-01,24.7,998.4,69.0,2.58,252.5,542.0
Daejeon,2020-09-01,20.9,1001.7,69.9,1.68,200.9,568.9
Daejeon,2020-10-01,18.3,1003.4,75.2,2.69,169.8,543.4
Daejeon,2020-11-01,12.7,1002.5,79.6,2.05,179.3,317.7
Daejeon,2020-12-01,9.9,1005.7,69.8,2.29,197.6,252.9
Daejeon,2021-01-01,6.2,998.8,63.2,2.15,141.2,179.5
Daejeon,2021-02-01,7.0,1001.6,58.7,2.14,96.6,141.2
Daejeon,2021-03-01,12.4,1000.3,57.8,2.06,140.6,306.3
Daejeon,2021-04-01,15.8,1007.1,50.2,2.46,115.3,273.5
Daejeon,2021-05-01,23.4,999.1,52.9,1.99,207.0,393.1
Daejeon,2021-06-01,27.4,1006.9,55.3,1.73,218.8,456.4
Daejeon,2021-07-01,26.2,1003.2,62.1,2.62,210.8,647.6
Daejeon,2021-08-01,27.1,1000.6,73.4,1.66,248.4,555.3
Daejeon,2021-09-01,22.9,1006.0,74.9,2.59,174.7,496.9
Daejeon,2021-10-01,16.0,995.2,74.5,3.23,188.4,442.3
Daejeon,2021-11-01,14.9,1005.6,80.3,1.91,209.0,401.0
Daejeon,2021-12-01,6.5,998.7,67.1,1.96,127.0,282.2
Daejeon,2022-01-01,7.6,1005.2,64.2,2.45,197.2,298.8
Daejeon,2022-02-01,9.9,999.1,54.2,2.8,132.6,271.2
Daejeon,2022-03-01,13.3,1003.1,58.2,3.04,127.5,248.7
Daejeon,2022-04-01,17.8,1010.5,52.9,2.16,168.2,328.5
Daejeon,2022-05-01,22.2,999.4,54.8,2.57,212.1,399.4
Daejeon,2022-06-01,27.9,1007.6,62.8,2.21,212.7,512.8
Daejeon,2022-07-01,30.1,1002.9,71.6,2.07,269.2,665.4
Daejeon,2022-08-01,28.8,1004.7,72.2,2.1,258.3,667.5
Daejeon,2022-09-01,22.5,1007.5,70.8,2.41,216.7,632.5
Daejeon,2022-10-01,17.6,1003.9,79.0,2.48,229.0,487.5
Daejeon,2022-11-01,11.4,1005.7,76.1,2.4,179.9,345.2
Daejeon,2022-12-01,6.7,996.7,73.2,2.96,253.8,381.7
Daejeon,2023-01-01,8.8,998.7,61.1,2.79,126.6,250.2
Daejeon,2023-02-01,7.5,1001.6,54.1,2.63,136.5,142.4
Daejeon,2023-03-01,16.0,1007.6,55.0,2.23,129.7,249.0
Daejeon,2023-04-01,15.9,1002.0,49.3,1.94,103.3,269.8
Daejeon,2023-05-01,20.7,1002.5,57.6,2.69,183.7,425.5
Daejeon,2023-06-01,25.3,1002.8,60.7,1.83,201.1,415.2
Daejeon,2023-07-01,27.3,1002.8,65.9,2.47,230.2,493.9
Daejeon,2023-08-01,26.0,1003.1,69.5,2.83,232.3,565.9
Daejeon,2023-09-01,25.9,1002.2,74.5,2.42,235.6,505.0
Daejeon,2023-10-01,18.3,995.5,77.2,2.17,217.2,602.8
Daejeon,2023-11-01,15.3,1000.3,81.9,2.67,179.9,413.2
Daejeon,2023-12-01,8.4,1005.7,73.4,2.07,133.4,343.9
Daejeon,2024-01-01,7.9,1005.6,65.2,2.14,175.9,129.1
Daejeon,2024-02-01,7.4,1003.8,55.5,2.27,117.7,138.4
Daejeon,2024-03-01,12.0,1008.6,54.3,2.7,155.2,347.1
Daejeon,2024-04-01,20.5,995.7,54.2,1.78,109.4,321.6
Daejeon,2024-05-01,23.0,1006.4,51.4,2.58,150.1,389.3
Daejeon,2024-06-01,28.2,1000.0,55.5,2.34,225.8,442.9
Daejeon,2024-07-01,27.6,999.2,63.0,2.61,228.6,559.2
Daejeon,2024-08-01,28.8,1000.7,71.8,1.71,276.6,610.9
Daejeon,2024-09-01,22.1,997.6,73.7,2.91,231.3,537.5
Daejeon,2024-10-01,18.0,1004.1,76.0,2.48,171.9,529.9
Daejeon,2024-11-01,17.1,1003.9,85.3,2.01,218.2,330.5
Daejeon,2024-12-01,8.6,1002.5,75.7,2.9,137.4,330.1
Daejeon,2025-01-01,8.8,1002.2,64.6,1.76,132.8,162.3
Daejeon,2025-02-01,9.6,1007.3,64.1,1.96,83.9,236.3
Daejeon,2025-03-01,14.9,1000.5,55.4,2.79,131.0,251.4
Daejeon,2025-04-01,15.3,1005.7,56.1,2.81,142.7,324.8
Daejeon,2025-05-01,23.7,1006.3,61.7,1.78,144.5,380.7
Daejeon,2025-06-01,26.3,1007.8,66.5,2.49,188.9,494.4
Daejeon,2025-07-01,27.4,999.2,69.1,2.2,233.7,622.1
Daejeon,2025-08-01,28.4,1002.2,72.1,2.27,195.1,565.6
Daejeon,2025-09-01,20.5,1004.0,74.2,2.24,229.8,508.8
Daejeon,2025-10-01,18.1,1002.4,77.9,2.34,203.0,464.7
Daejeon,2025-11-01,14.1,999.4,73.5,2.21,201.8,411.8
Daejeon,2025-12-01,10.5,1003.7,70.7,3.02,150.1,271.1
Daegu,2001-01-01,6.7,1005.9,64.3,2.47,116.5,415.9
Daegu,2001-02-01,8.4,1000.4,57.8,2.66,135.8,221.2
Daegu,2001-03-01,13.4,1003.6,58.4,2.34,146.9,136.9
Daegu,2001-04-01,19.5,1001.4,53.4,2.52,117.7,243.6
Daegu,2001-05-01,22.8,1001.2,53.1,2.35,200.9,344.0
Daegu,2001-06-01,26.2,1003.4,54.1,1.82,234.1,452.1
Daegu,2001-07-01,28.0,998.1,55.7,2.55,187.2,552.7
Daegu,2001-08-01,27.0,1004.5,74.7,2.26,310.6,506.9
Daegu,2001-09-01,24.4,994.4,77.8,2.32,263.1,433.9
Daegu,2001-10-01,17.1,998.9,78.3,2.33,222.4,549.4
Daegu,2001-11-01,11.0,991.6,81.2,2.77,175.4,372.4
Daegu,2001-12-01,10.2,999.7,70.8,1.78,136.1,275.7
Daegu,2002-01-01,6.9,1006.8,66.6,2.96,132.7,190.6
Daegu,2002-02-01,8.8,1001.7,54.6,2.69,110.3,144.0
Daegu,2002-03-01,13.3,1004.9,53.0,2.09,130.3,301.6
Daegu,2002-04-01,18.0,1003.2,53.6,1.93,150.2,392.9
Daegu,2002-05-01,25.0,1003.9,52.9,1.71,171.4,443.4
Daegu,2002-06-01,27.3,1001.5,60.9,3.1,213.6,492.6
Daegu,2002-07-01,27.7,1002.0,63.2,2.44,246.6,543.2
Daegu,2002-08-01,27.6,997.0,73.7,2.38,183.3,590.7
Daegu,2002-09-01,22.1,995.5,73.7,2.3,213.7,488.2
Daegu,2002-10-01,15.9,998.8,75.2,2.4,215.9,442.9
Daegu,2002-11-01,14.4,999.1,72.1,2.18,149.6,479.5
Daegu,2002-12-01,6.2,1009.7,70.0,2.52,124.5,339.5
Daegu,2003-01-01,10.1,1012.5,67.8,2.62,117.2,249.2
Daegu,2003-02-01,9.3,1002.4,52.7,2.3,115.7,170.0
Daegu,2003-03-01,10.1,1000.3,55.0,2.22,126.8,212.4
Daegu,2003-04-01,18.1,1002.6,50.9,2.34,140.0,254.0
Daegu,2003-05-01,22.3,1000.8,51.4,2.72,183.6,405.6
Daegu,2003-06-01,25.7,1001.8,56.0,2.23,233.7,452.5
Daegu,2003-07-01,29.1,999.1,66.2,2.18,240.7,669.2
Daegu,2003-08-01,27.5,999.2,70.4,2.28,217.4,640.9
Daegu,2003-09-01,22.6,999.3,79.8,2.16,208.9,634.7
Daegu,2003-10-01,17.6,994.7,83.1,2.11,151.1,468.4
Daegu,2003-11-01,12.0,1003.9,75.3,2.11,202.7,403.6
Daegu,2003-12-01,9.6,1004.1,76.6,1.91,154.6,286.4
Daegu,2004-01-01,10.0,1000.2,62.7,2.38,123.4,186.6
Daegu,2004-02-01,8.8,1005.8,61.3,2.55,168.2,235.1
Daegu,2004-03-01,14.1,1006.3,56.5,2.5,123.4,220.6
Daegu,2004-04-01,16.8,995.4,48.0,2.46,161.8,283.5
Daegu,2004-05-01,21.1,1001.1,55.7,2.46,189.7,430.0
Daegu,2004-06-01,27.0,1003.3,61.3,1.89,202.1,424.5
Daegu,2004-07-01,25.8,999.0,62.8,2.78,250.0,606.8
Daegu,2004-08-01,26.3,1001.0,69.2,2.87,250.0,687.7
Daegu,2004-09-01,20.1,995.9,74.4,1.8,221.1,532.2
Daegu,2004-10-01,20.0,1003.4,79.1,2.39,215.1,448.5
Daegu,2004-11-01,14.9,998.7,75.2,2.26,216.2,397.7
Daegu,2004-12-01,5.9,1004.4,68.7,1.98,158.3,381.8
Daegu,2005-01-01,6.6,1006.0,60.7,2.5,113.9,210.1
Daegu,2005-02-01,7.1,998.3,61.4,2.1,123.9,233.6
Daegu,2005-03-01,11.6,999.7,61.6,1.95,143.9,241.6
Daegu,2005-04-01,17.4,1005.3,62.4,2.13,116.4,354.0
Daegu,2005-05-01,22.3,1004.1,57.3,2.02,176.4,450.5
Daegu,2005-06-01,27.4,997.8,60.1,2.77,178.5,425.7
Daegu,2005-07-01,31.4,1000.1,65.9,2.22,223.0,456.2
Daegu,2005-08-01,28.1,1004.9,74.2,2.15,227.8,491.8
Daegu,2005-09-01,23.2,997.1,72.4,2.72,226.4,588.4
Daegu,2005-10-01,19.1,1006.2,73.1,2.35,204.0,505.3
Daegu,2005-11-01,14.7,1003.6,81.4,2.57,166.3,410.9
Daegu,2005-12-01,9.3,991.8,70.9,2.28,129.4,242.6
Daegu,2006-01-01,7.1,1011.8,66.9,2.85,118.6,250.4
Daegu,2006-02-01,8.3,1003.9,62.8,2.28,84.0,224.5
Daegu,2006-03-01,12.6,998.6,55.5,2.56,167.5,227.8
Daegu,2006-04-01,19.4,1008.6,57.2,3.34,134.6,437.4
Daegu,2006-05-01,25.1,998.4,59.6,1.54,175.5,351.0
Daegu,2006-06-01,31.3,1005.6,60.9,2.47,216.9,409.2
Daegu,2006-07-01,28.3,1002.2,62.2,2.37,272.5,514.1
Daegu,2006-08-01,26.1,995.9,77.7,2.44,253.8,660.1
Daegu,2006-09-01,21.8,1011.4,72.3,2.23,209.6,542.5
Daegu,2006-10-01,17.3,1002.3,79.6,2.27,218.9,494.4
Daegu,2006-11-01,13.2,1005.7,74.4,2.31,196.9,341.2
Daegu,2006-12-01,8.9,1009.7,70.0,3.29,137.2,249.3
Daegu,2007-01-01,7.6,1005.5,66.1,2.17,153.7,143.6
Daegu,2007-02-01,8.9,1003.7,60.5,1.77,138.4,208.1
Daegu,2007-03-01,11.7,998.3,51.1,2.45,109.1,224.3
Daegu,2007-04-01,17.4,1004.1,52.7,3.05,201.7,319.9
Daegu,2007-05-01,21.9,1012.2,53.8,2.06,157.5,468.4
Daegu,2007-06-01,25.9,1005.5,65.0,3.15,259.0,487.8
Daegu,2007-07-01,27.1,995.8,59.8,1.78,280.7,512.1
Daegu,2007-08-01,26.1,999.1,75.9,2.04,237.0,586.5
Daegu,2007-09-01,20.1,1001.7,74.7,2.16,267.2,487.5
Daegu,2007-10-01,18.1,1003.1,75.8,2.53,221.4,620.4
Daegu,2007-11-01,9.9,1009.4,82.4,2.69,165.2,400.2
Daegu,2007-12-01,11.1,1002.0,79.7,1.83,186.9,305.4
Daegu,2008-01-01,7.1,1003.3,66.6,2.54,117.4,156.6
Daegu,2008-02-01,14.2,1003.3,56.6,1.88,105.3,299.6
Daegu,2008-03-01,11.4,1003.7,52.6,2.56,134.4,204.9
Daegu,2008-04-01,16.2,997.7,55.9,2.71,104.1,293.8
Daegu,2008-05-01,23.9,1005.6,52.0,2.38,166.6,400.2
Daegu,2008-06-01,26.3,996.2,59.6,2.33,214.0,535.9
Daegu,2008-07-01,29.9,1004.5,65.4,2.9,250.0,529.3
Daegu,2008-08-01,26.6,996.5,63.6,2.14,287.6,604.2
Daegu,2008-09-01,20.6,1004.1,80.8,2.02,210.6,632.6
Daegu,2008-10-01,18.3,1003.3,73.6,2.05,194.1,447.2
Daegu,2008-11-01,16.1,1003.2,73.3,2.36,190.3,375.7
Daegu,2008-12-01,9.0,996.5,73.7,2.45,165.3,353.5
Daegu,2009-01-01,6.5,1001.3,67.4,1.45,118.4,314.1
Daegu,2009-02-01,8.0,1007.8,55.5,2.21,61.7,122.1
Daegu,2009-03-01,14.0,998.5,54.5,2.34,142.4,279.6
Daegu,2009-04-01,15.5,1002.4,52.7,1.19,179.0,329.8
Daegu,2009-05-01,23.8,1005.0,51.9,1.96,208.3,389.3
Daegu,2009-06-01,27.8,996.4,60.1,2.1,231.4,522.8
Daegu,2009-07-01,25.4,1002.6,60.9,1.78,261.7,578.0
Daegu,2009-08-01,25.2,1003.5,70.4,3.02,235.4,583.5
Daegu,2009-09-01,22.4,1004.2,73.7,2.46,260.6,593.2
Daegu,2009-10-01,17.0,1006.3,78.9,2.75,195.9,543.1
Daegu,2009-11-01,14.1,1004.1,72.3,1.87,191.9,325.1
Daegu,2009-12-01,9.4,1000.2,71.2,2.09,207.2,303.4
Daegu,2010-01-01,6.4,1007.1,60.2,2.66,151.4,260.6
Daegu,2010-02-01,6.6,1010.9,66.9,2.08,103.1,170.3
Daegu,2010-03-01,15.4,996.6,57.3,1.96,120.7,208.9
Daegu,2010-04-01,18.4,999.6,54.3,2.32,137.9,262.3
Daegu,2010-05-01,26.0,1000.8,57.8,2.16,212.0,364.6
Daegu,2010-06-01,25.0,1011.8,59.6,2.5,257.6,399.2
Daegu,2010-07-01,26.7,1004.8,67.1,2.82,241.1,637.4
Daegu,2010-08-01,25.9,1003.4,70.9,2.31,240.7,612.9
Daegu,2010-09-01,23.3,999.4,77.8,2.96,193.4,589.1
Daegu,2010-10-01,19.6,1005.1,72.5,1.32,202.5,538.0
Daegu,2010-11-01,13.2,1003.5,75.3,2.68,182.1,465.7
Daegu,2010-12-01,7.0,998.6,72.7,2.68,142.8,253.9
Daegu,2011-01-01,6.2,1003.0,71.0,2.11,128.5,292.4
Daegu,2011-02-01,11.1,1000.6,63.4,2.31,125.1,225.1
Daegu,2011-03-01,12.6,1007.4,60.1,2.09,107.4,362.5
Daegu,2011-04-01,18.2,1000.0,49.5,2.12,183.2,309.5
Daegu,2011-05-01,23.2,997.8,57.8,2.4,178.8,358.4
Daegu,2011-06-01,24.0,996.6,55.6,2.25,201.4,482.3
Daegu,2011-07-01,30.0,1005.3,62.0,2.74,237.1,650.6
Daegu,2011-08-01,28.4,996.6,69.9,2.7,231.4,658.3
Daegu,2011-09-01,20.1,1003.8,74.7,2.74,246.5,588.9
Daegu,2011-10-01,18.5,1001.7,72.1,2.11,210.3,458.3
Daegu,2011-11-01,13.4,1007.0,79.7,2.13,191.9,421.2
Daegu,2011-12-01,10.5,998.9,72.9,2.18,154.0,297.8
Daegu,2012-01-01,5.8,1004.8,65.4,2.47,191.5,314.6
Daegu,2012-02-01,8.5,1001.4,61.8,1.94,131.1,214.6
Daegu,2012-03-01,13.1,995.0,57.5,2.25,155.0,356.9
Daegu,2012-04-01,17.0,1015.0,51.1,3.24,168.7,248.3
Daegu,2012-05-01,24.2,1005.2,57.5,1.93,178.1,410.6
Daegu,2012-06-01,26.9,1001.4,57.8,2.49,235.9,482.9
Daegu,2012-07-01,29.1,1002.8,61.3,2.77,271.6,659.6
Daegu,2012-08-01,24.8,1000.8,68.6,2.55,202.9,504.5
Daegu,2012-09-01,24.9,1006.6,67.9,1.94,189.1,469.5
Daegu,2012-10-01,17.6,1012.0,76.1,2.46,214.4,428.2
Daegu,2012-11-01,14.2,999.9,67.8,2.76,193.5,474.0
Daegu,2012-12-01,10.6,1004.3,80.2,2.55,132.0,379.9
Daegu,2013-01-01,7.0,1003.0,62.1,2.25,119.7,246.3
Daegu,2013-02-01,5.8,996.6,55.5,2.57,114.4,204.5
Daegu,2013-03-01,12.0,1007.3,57.5,1.66,109.1,238.3
Daegu,2013-04-01,16.3,1003.2,51.3,2.9,171.9,358.3
Daegu,2013-05-01,22.3,994.0,56.8,2.17,202.5,424.5
Daegu,2013-06-01,27.1,1008.6,61.0,2.41,238.7,624.6
Daegu,2013-07-01,28.3,1011.2,65.1,2.86,228.8,467.1
Daegu,2013-08-01,25.8,1008.6,67.4,3.03,245.9,577.9
Daegu,2013-09-01,22.1,1003.4,70.3,2.3,241.1,632.2
Daegu,2013-10-01,17.5,1002.3,74.9,2.53,183.6,567.6
Daegu,2013-11-01,11.6,1004.9,74.8,2.62,184.7,379.8
Daegu,2013-12-01,10.2,1002.1,72.7,2.48,154.1,301.7
Daegu,2014-01-01,6.9,1001.3,67.5,2.19,129.6,169.1
Daegu,2014-02-01,10.1,1002.8,64.5,2.39,160.0,192.6
Daegu,2014-03-01,12.9,1004.7,52.8,2.37,193.7,213.1
Daegu,2014-04-01,19.2,1003.6,56.6,1.75,166.4,327.2
Daegu,2014-05-01,23.6,1001.0,53.8,2.76,155.8,522.2
Daegu,2014-06-01,26.7,1000.4,58.2,2.55,208.1,482.6
Daegu,2014-07-01,28.5,1003.3,71.4,1.64,196.1,527.9
Daegu,2014-08-01,25.8,1005.2,67.8,1.96,246.1,465.7
Daegu,2014-09-01,22.1,1003.0,72.5,2.09,281.6,540.0
Daegu,2014-10-01,17.4,1000.1,82.8,2.62,234.4,484.5
Daegu,2014-11-01,14.5,1002.8,76.1,1.76,170.1,333.9
Daegu,2014-12-01,7.2,1001.2,75.2,2.48,172.6,361.0
Daegu,2015-01-01,5.3,1000.8,66.0,2.41,105.0,216.6
Daegu,2015-02-01,10.4,1000.8,56.6,2.33,107.8,198.2
Daegu,2015-03-01,12.7,1008.9,55.8,2.19,151.1,185.1
Daegu,2015-04-01,16.3,998.1,51.7,2.85,196.4,315.6
Daegu,2015-05-01,23.6,998.6,60.3,2.61,155.6,418.7
Daegu,2015-06-01,29.1,1001.9,59.4,2.7,167.7,517.5
Daegu,2015-07-01,28.1,999.6,68.4,2.22,189.9,549.3
Daegu,2015-08-01,23.9,999.0,72.0,1.85,273.3,521.0
Daegu,2015-09-01,26.4,1006.7,79.1,2.11,239.5,671.6
Daegu,2015-10-01,17.2,999.8,79.4,2.49,241.6,475.7
Daegu,2015-11-01,11.4,1003.6,79.2,1.8,126.2,475.1
Daegu,2015-12-01,9.7,1010.5,74.7,2.67,154.8,302.8
Daegu,2016-01-01,7.3,1005.2,61.8,2.95,135.3,238.3
Daegu,2016-02-01,11.3,1001.6,60.9,2.48,119.1,256.6
Daegu,2016-03-01,14.1,1005.5,57.3,2.86,153.6,237.3
Daegu,2016-04-01,18.3,1012.4,50.8,2.65,132.6,422.9
Daegu,2016-05-01,21.7,1001.6,53.5,2.51,189.8,340.2
Daegu,2016-06-01,27.2,1008.9,60.9,3.47,287.5,384.5
Daegu,2016-07-01,28.0,1001.5,67.5,2.18,227.0,606.5
Daegu,2016-08-01,26.2,999.0,74.9,2.52,250.1,528.1
Daegu,2016-09-01,26.1,1007.0,67.1,2.79,207.9,551.8
Daegu,2016-10-01,17.7,1001.6,84.4,1.75,202.8,457.8
Daegu,2016-11-01,13.3,1007.1,71.8,2.28,166.3,443.0
Daegu,2016-12-01,10.1,1003.9,72.4,1.87,165.4,371.6
Daegu,2017-01-01,9.0,1007.1,64.6,1.94,148.5,146.1
Daegu,2017-02-01,8.7,1005.6,56.5,2.15,153.5,232.3
Daegu,2017-03-01,15.3,997.5,53.5,2.84,136.9,37.4
Daegu,2017-04-01,19.5,1000.3,55.2,1.89,148.6,300.6
Daegu,2017-05-01,23.5,996.0,57.1,2.47,179.1,370.1
Daegu,2017-06-01,26.8,1013.0,59.2,2.16,186.4,583.8
Daegu,2017-07-01,27.1,1008.3,66.3,2.6,239.5,518.4
Daegu,2017-08-01,24.8,1005.4,74.5,3.02,262.3,663.3
Daegu,2017-09-01,22.8,998.4,71.4,2.36,223.6,469.7
Daegu,2017-10-01,17.8,1000.3,78.6,2.4,204.0,438.3
Daegu,2017-11-01,12.7,1006.1,81.8,2.28,154.1,365.8
Daegu,2017-12-01,5.2,1002.2,72.3,1.62,157.1,386.6
Daegu,2018-01-01,5.2,998.1,65.9,1.9,122.0,181.9
Daegu,2018-02-01,8.6,999.5,57.6,2.6,126.0,236.5
Daegu,2018-03-01,13.2,1004.1,62.4,2.5,111.6,290.0
Daegu,2018-04-01,17.3,1004.5,49.6,2.78,170.8,303.4
Daegu,2018-05-01,23.0,1002.5,55.7,2.13,242.0,445.8
Daegu,2018-06-01,27.0,998.5,53.8,1.7,173.8,522.2
Daegu,2018-07-01,26.9,999.4,66.7,2.54,225.5,513.6
Daegu,2018-08-01,27.2,1002.7,67.4,2.44,281.0,622.3
Daegu,2018-09-01,24.2,999.2,79.9,2.88,239.7,533.7
Daegu,2018-10-01,14.4,1004.7,75.0,2.27,186.5,405.2
Daegu,2018-11-01,10.4,999.5,79.0,2.78,180.4,382.1
Daegu,2018-12-01,8.7,995.0,76.1,2.4,161.6,206.4
Daegu,2019-01-01,10.1,1005.1,61.1,2.5,103.6,139.5
Daegu,2019-02-01,10.0,1005.9,64.1,2.17,121.3,244.1
Daegu,2019-03-01,12.8,1005.6,50.0,2.32,139.3,222.2
Daegu,2019-04-01,18.9,1002.3,50.9,3.01,157.9,310.9
Daegu,2019-05-01,24.2,1004.3,57.3,2.34,183.1,379.6
Daegu,2019-06-01,23.8,989.9,60.0,1.63,203.9,607.5
Daegu,2019-07-01,27.8,1006.3,64.2,2.52,228.5,535.1
Daegu,2019-08-01,26.1,1004.6,76.0,2.6,223.7,582.0
Daegu,2019-09-01,22.8,998.6,71.5,2.54,215.1,651.4
Daegu,2019-10-01,17.0,1008.2,75.8,2.41,226.9,539.4
Daegu,2019-11-01,13.6,1000.6,72.7,2.12,143.2,440.6
Daegu,2019-12-01,7.2,999.3,71.6,2.61,111.7,296.0
Daegu,2020-01-01,7.8,1007.1,59.4,2.96,77.0,390.3
Daegu,2020-02-01,11.4,1000.1,57.7,2.23,99.5,252.2
Daegu,2020-03-01,12.5,1009.5,52.9,2.26,123.7,271.4
Daegu,2020-04-01,18.7,1008.9,59.3,1.95,155.7,224.4
Daegu,2020-05-01,22.3,1008.0,54.2,2.51,207.3,366.6
Daegu,2020-06-01,24.3,1001.7,62.7,1.46,281.7,521.6
Daegu,2020-07-01,28.4,1005.2,71.1,1.91,219.1,537.0
Daegu,2020-08-01,26.4,997.6,71.9,2.88,243.5,532.2
Daegu,2020-09-01,20.3,1010.7,72.3,1.68,187.7,496.8
Daegu,2020-10-01,19.4,998.0,76.3,2.32,204.1,587.1
Daegu,2020-11-01,15.1,1006.1,74.1,2.2,200.5,452.3
Daegu,2020-12-01,8.2,1006.4,75.9,2.64,98.8,273.1
Daegu,2021-01-01,9.8,1001.6,68.0,2.56,116.8,336.0
Daegu,2021-02-01,9.8,1003.2,57.1,2.2,93.3,289.0
Daegu,2021-03-01,14.6,1000.4,58.5,2.18,116.7,159.4
Daegu,2021-04-01,18.9,1011.5,47.7,2.07,161.5,441.4
Daegu,2021-05-01,18.5,998.5,53.9,2.51,128.2,394.6
Daegu,2021-06-01,25.3,1000.4,57.8,2.61,224.9,426.1
Daegu,2021-07-01,28.2,1002.3,70.1,2.56,227.5,546.9
Daegu,2021-08-01,27.8,1010.9,72.1,2.73,243.3,519.7
Daegu,2021-09-01,23.2,1007.1,72.0,2.47,230.9,515.0
Daegu,2021-10-01,15.7,1006.5,78.0,2.96,190.4,481.9
Daegu,2021-11-01,14.7,999.7,69.6,1.57,213.6,430.0
Daegu,2021-12-01,8.0,1004.1,70.6,2.45,133.2,305.3
Daegu,2022-01-01,7.8,1000.6,65.4,1.75,145.3,180.5
Daegu,2022-02-01,8.8,1005.8,65.8,2.32,128.6,293.1
Daegu,2022-03-01,13.8,1008.7,58.6,2.1,105.4,293.9
Daegu,2022-04-01,19.3,997.2,58.5,2.53,98.2,405.5
Daegu,2022-05-01,22.3,999.2,63.1,2.51,139.1,341.1
Daegu,2022-06-01,27.4,1002.4,57.5,2.17,194.7,446.4
Daegu,2022-07-01,29.2,1011.2,64.4,2.34,234.2,549.4
Daegu,2022-08-01,28.5,1006.2,73.1,2.93,298.1,653.0
Daegu,2022-09-01,24.4,998.9,73.7,2.13,244.8,543.0
Daegu,2022-10-01,15.7,1011.0,77.5,2.54,212.5,501.9
Daegu,2022-11-01,13.1,996.9,74.3,1.9,135.0,378.2
Daegu,2022-12-01,11.2,1007.0,67.9,2.56,160.6,234.1
Daegu,2023-01-01,10.8,1001.8,64.4,2.66,135.0,304.4
Daegu,2023-02-01,8.0,1010.8,58.3,2.73,123.0,138.3
Daegu,2023-03-01,11.7,999.9,56.0,2.67,153.6,240.5
Daegu,2023-04-01,16.9,1001.0,54.2,2.81,122.7,253.3
Daegu,2023-05-01,22.3,998.5,50.9,2.15,172.6,346.9
Daegu,2023-06-01,26.8,995.0,66.5,3.1,221.9,510.5
Daegu,2023-07-01,28.9,998.7,67.1,2.66,267.7,661.7
Daegu,2023-08-01,24.7,1001.7,72.2,2.71,246.1,610.8
Daegu,2023-09-01,22.7,1010.2,75.0,1.55,266.8,582.8
Daegu,2023-10-01,17.3,996.2,77.2,2.88,213.9,435.9
Daegu,2023-11-01,11.5,1005.0,69.5,2.22,154.5,336.2
Daegu,2023-12-01,9.7,1001.6,72.1,2.87,185.4,236.7
Daegu,2024-01-01,9.3,1008.6,62.2,2.82,147.7,168.3
Daegu,2024-02-01,10.9,1006.2,53.5,2.03,111.9,229.3
Daegu,2024-03-01,13.0,999.0,54.7,2.81,142.0,256.8
Daegu,2024-04-01,19.4,1004.7,51.5,2.36,186.9,332.4
Daegu,2024-05-01,26.8,1011.4,51.8,2.31,126.0,419.6
Daegu,2024-06-01,27.3,1011.8,60.9,3.02,164.9,502.5
Daegu,2024-07-01,27.3,1000.9,60.6,2.87,239.3,625.9
Daegu,2024-08-01,26.0,1006.4,68.0,2.09,252.2,580.4
Daegu,2024-09-01,22.1,1001.3,75.6,2.5,255.9,586.8
Daegu,2024-10-01,15.4,1007.2,74.4,3.28,190.9,585.8
Daegu,2024-11-01,12.6,1002.8,75.2,1.46,181.8,357.4
Daegu,2024-12-01,10.0,1001.9,72.7,1.92,168.8,321.2
Daegu,2025-01-01,8.8,1006.3,68.4,2.56,159.5,312.4
Daegu,2025-02-01,7.0,1000.7,64.1,2.15,106.7,219.3
Daegu,2025-03-01,14.7,1009.6,50.5,2.24,118.2,188.8
Daegu,2025-04-01,18.0,1002.1,61.0,2.15,143.3,288.5
Daegu,2025-05-01,23.0,1002.8,57.1,2.3,205.1,419.4
Daegu,2025-06-01,26.4,1000.4,58.8,2.73,254.6,453.8
Daegu,2025-07-01,24.9,1004.1,61.6,2.1,219.8,599.7
Daegu,2025-08-01,26.6,1006.0,78.4,1.67,266.1,543.4
Daegu,2025-09-01,21.5,1001.1,75.8,1.81,268.2,574.7
Daegu,2025-10-01,16.4,1007.6,73.0,2.03,198.3,594.9
